2025-02-01 02:04:19.558315 +0700 WIB m=+2962.791398501~::1~POST~/api/v1/web/AboutUsDesc~ "Header=>User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Sec-Gpc:1 | Content-Type:application/json | Sec-Ch-Ua-Mobile:?0 | Sec-Fetch-Mode:cors | Referer:http://localhost:3000/ | Connection:keep-alive | Content-Length:17 | Signature:95b99d708327939f346d73dd193a7b76 | Origin:http://localhost:3000 | Sec-Fetch-Site:same-site | Sec-Fetch-Dest:empty | Sec-Ch-Ua-Platform:"macOS" | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Accept:*/* | Accept-Language:en-US,en | Accept-Encoding:gzip, deflate, br, zstd"~{"Ip":"","Id":""}~2002025-02-01 02:04:19.560243 +0700 WIB m=+2962.7933256681.927167ms~
2025-02-01 15:42:02.991555 +0700 WIB m=+2168.234206335~::1~POST~/api/v1/web/AboutUsDesc~ "Header=>Sec-Ch-Ua-Mobile:?0 | Origin:http://localhost:3000 | Accept-Encoding:gzip, deflate, br, zstd | Content-Length:17 | Sec-Ch-Ua-Platform:"macOS" | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Sec-Gpc:1 | Accept-Language:en-US,en | Referer:http://localhost:3000/ | Content-Type:application/json | Accept:*/* | Sec-Fetch-Mode:cors | Sec-Fetch-Dest:empty | Connection:keep-alive | Signature:95b99d708327939f346d73dd193a7b76 | Sec-Fetch-Site:same-site | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24""~{"Ip":"","Id":""}~2002025-02-01 15:42:02.996541 +0700 WIB m=+2168.2391923354.986ms~
2025-02-01 15:42:43.774357 +0700 WIB m=+2209.017007543~::1~POST~/api/v1/web/AboutUsDesc~ "Header=>Accept-Language:en-US,en | Content-Length:17 | Sec-Ch-Ua-Platform:"macOS" | Sec-Ch-Ua-Mobile:?0 | Sec-Gpc:1 | Sec-Fetch-Dest:empty | Connection:keep-alive | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Accept:*/* | Sec-Fetch-Site:same-site | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Sec-Fetch-Mode:cors | Referer:http://localhost:3000/ | Accept-Encoding:gzip, deflate, br, zstd | Signature:95b99d708327939f346d73dd193a7b76 | Content-Type:application/json | Origin:http://localhost:3000"~{"Ip":"","Id":""}~2002025-02-01 15:42:43.776308 +0700 WIB m=+2209.0189589601.951417ms~
2025-02-01 15:49:28.091085 +0700 WIB m=+2613.262845085~::1~POST~/api/v1/web/AboutUsDesc~ "Header=>Sec-Gpc:1 | Connection:keep-alive | Sec-Ch-Ua-Platform:"macOS" | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Sec-Ch-Ua-Mobile:?0 | Sec-Fetch-Mode:cors | Origin:http://localhost:3000 | Signature:95b99d708327939f346d73dd193a7b76 | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Content-Type:application/json | Accept:*/* | Accept-Language:en-US,en | Sec-Fetch-Site:same-site | Sec-Fetch-Dest:empty | Content-Length:17 | Accept-Encoding:gzip, deflate, br, zstd | Referer:http://localhost:3000/"~{"Ip":"","Id":""}~2002025-02-01 15:49:28.093965 +0700 WIB m=+2613.2657244602.879375ms~
2025-02-01 15:49:28.091414 +0700 WIB m=+2613.263174126~::1~POST~/api/v1/web/AboutUsDesc~ "Header=>Accept-Language:en-US,en | Referer:http://localhost:3000/ | Origin:http://localhost:3000 | Sec-Fetch-Site:same-site | Sec-Fetch-Mode:cors | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Content-Type:application/json | Sec-Ch-Ua-Mobile:?0 | Connection:keep-alive | Content-Length:17 | Sec-Ch-Ua-Platform:"macOS" | Sec-Fetch-Dest:empty | Accept-Encoding:gzip, deflate, br, zstd | Signature:95b99d708327939f346d73dd193a7b76 | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Accept:*/* | Sec-Gpc:1"~{"Ip":"","Id":""}~2002025-02-01 15:49:28.093333 +0700 WIB m=+2613.2650931261.919ms~
2025-02-01 15:49:30.643119 +0700 WIB m=+2615.814879043~::1~POST~/api/v1/web/AboutUsDesc~ "Header=>Sec-Ch-Ua-Mobile:?0 | Sec-Fetch-Dest:empty | Accept-Language:en-US,en | Origin:http://localhost:3000 | Sec-Fetch-Mode:cors | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Signature:95b99d708327939f346d73dd193a7b76 | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Content-Type:application/json | Accept:*/* | Sec-Gpc:1 | Sec-Fetch-Site:same-site | Accept-Encoding:gzip, deflate, br, zstd | Connection:keep-alive | Sec-Ch-Ua-Platform:"macOS" | Referer:http://localhost:3000/ | Content-Length:17"~{"Ip":"","Id":""}~2002025-02-01 15:49:30.644787 +0700 WIB m=+2615.8165465851.667542ms~
2025-02-01 16:00:50.034544 +0700 WIB m=+3183.546162376~::1~POST~/api/v1/web/AboutUsDesc~ "Header=>User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Content-Type:application/json | Sec-Gpc:1 | Referer:http://localhost:3000/ | Connection:keep-alive | Sec-Ch-Ua-Platform:"macOS" | Signature:95b99d708327939f346d73dd193a7b76 | Accept-Encoding:gzip, deflate, br, zstd | Accept-Language:en-US,en | Sec-Fetch-Site:same-site | Sec-Fetch-Dest:empty | Sec-Ch-Ua-Mobile:?0 | Accept:*/* | Origin:http://localhost:3000 | Sec-Fetch-Mode:cors | Content-Length:17 | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24""~{"Ip":"","Id":""}~2002025-02-01 16:00:50.036018 +0700 WIB m=+3183.5476362101.473834ms~
2025-02-01 16:00:50.035402 +0700 WIB m=+3183.547020460~::1~POST~/api/v1/web/AboutUsDesc~ "Header=>Content-Length:17 | Signature:95b99d708327939f346d73dd193a7b76 | Accept:*/* | Sec-Gpc:1 | Accept-Encoding:gzip, deflate, br, zstd | Referer:http://localhost:3000/ | Connection:keep-alive | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Content-Type:application/json | Sec-Ch-Ua-Mobile:?0 | Accept-Language:en-US,en | Sec-Fetch-Dest:empty | Sec-Fetch-Mode:cors | Sec-Ch-Ua-Platform:"macOS" | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Origin:http://localhost:3000 | Sec-Fetch-Site:same-site"~{"Ip":"","Id":""}~2002025-02-01 16:00:50.037051 +0700 WIB m=+3183.5486699181.649458ms~
2025-02-01 16:00:50.035434 +0700 WIB m=+3183.547052001~::1~POST~/api/v1/web/AboutUsDesc~ "Header=>Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Content-Type:application/json | Sec-Ch-Ua-Mobile:?0 | Sec-Ch-Ua-Platform:"macOS" | Accept-Language:en-US,en | Sec-Fetch-Mode:cors | Sec-Fetch-Dest:empty | Accept-Encoding:gzip, deflate, br, zstd | Accept:*/* | Content-Length:17 | Signature:95b99d708327939f346d73dd193a7b76 | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Referer:http://localhost:3000/ | Sec-Gpc:1 | Origin:http://localhost:3000 | Sec-Fetch-Site:same-site | Connection:keep-alive"~{"Ip":"","Id":""}~2002025-02-01 16:00:50.03708 +0700 WIB m=+3183.5486986681.646667ms~
2025-02-01 16:00:51.06272 +0700 WIB m=+3184.574338376~::1~POST~/api/v1/web/AboutUsDesc~ "Header=>Sec-Fetch-Dest:empty | Accept-Encoding:gzip, deflate, br, zstd | Sec-Ch-Ua-Platform:"macOS" | Sec-Ch-Ua-Mobile:?0 | Sec-Fetch-Mode:cors | Referer:http://localhost:3000/ | Content-Length:17 | Sec-Gpc:1 | Accept-Language:en-US,en | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Content-Type:application/json | Accept:*/* | Origin:http://localhost:3000 | Sec-Fetch-Site:same-site | Connection:keep-alive | Signature:95b99d708327939f346d73dd193a7b76 | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24""~{"Ip":"","Id":""}~2002025-02-01 16:00:51.064745 +0700 WIB m=+3184.5763635852.025209ms~
2025-02-01 16:05:21.926681 +0700 WIB m=+3455.438299210~::1~POST~/api/v1/web/HeaderLogo~ "Header=>Origin:http://localhost:3000 | Accept-Encoding:gzip, deflate, br, zstd | Sec-Ch-Ua-Platform:"macOS" | Signature:95b99d708327939f346d73dd193a7b76 | Content-Type:application/json | Connection:keep-alive | Sec-Fetch-Site:same-site | Sec-Fetch-Mode:cors | Sec-Fetch-Dest:empty | Content-Length:17 | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Sec-Gpc:1 | Accept-Language:en-US,en | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Sec-Ch-Ua-Mobile:?0 | Accept:*/* | Referer:http://localhost:3000/"~{"Ip":"","Id":""}~2002025-02-01 16:05:21.929789 +0700 WIB m=+3455.4414070433.107833ms~
2025-02-01 16:05:21.926706 +0700 WIB m=+3455.438324418~::1~POST~/api/v1/web/ListHeaderMenu~ "Header=>Sec-Ch-Ua-Platform:"macOS" | Signature:95b99d708327939f346d73dd193a7b76 | Sec-Ch-Ua-Mobile:?0 | Sec-Gpc:1 | Connection:keep-alive | Content-Type:application/json | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Accept:*/* | Accept-Language:en-US,en | Sec-Fetch-Site:same-site | Accept-Encoding:gzip, deflate, br, zstd | Content-Length:17 | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Origin:http://localhost:3000 | Sec-Fetch-Mode:cors | Sec-Fetch-Dest:empty | Referer:http://localhost:3000/"~{"Ip":"","Id":""}~2002025-02-01 16:05:21.930248 +0700 WIB m=+3455.4418662933.541875ms~
2025-02-01 16:05:21.927039 +0700 WIB m=+3455.438657293~::1~POST~/api/v1/web/AboutUsDesc~ "Header=>User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Sec-Fetch-Mode:cors | Connection:keep-alive | Content-Length:17 | Signature:95b99d708327939f346d73dd193a7b76 | Origin:http://localhost:3000 | Referer:http://localhost:3000/ | Accept-Encoding:gzip, deflate, br, zstd | Sec-Ch-Ua-Platform:"macOS" | Accept:*/* | Sec-Fetch-Dest:empty | Sec-Gpc:1 | Accept-Language:en-US,en | Sec-Fetch-Site:same-site | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Content-Type:application/json | Sec-Ch-Ua-Mobile:?0"~{"Ip":"","Id":""}~2002025-02-01 16:05:21.930652 +0700 WIB m=+3455.4422699603.612667ms~
2025-02-01 16:05:21.926576 +0700 WIB m=+3455.438194501~::1~POST~/api/v1/web/VisiMisi~ "Header=>Content-Length:17 | Sec-Fetch-Site:same-site | Sec-Fetch-Dest:empty | Referer:http://localhost:3000/ | Connection:keep-alive | Sec-Ch-Ua-Mobile:?0 | Sec-Gpc:1 | Origin:http://localhost:3000 | Sec-Fetch-Mode:cors | Accept-Encoding:gzip, deflate, br, zstd | Sec-Ch-Ua-Platform:"macOS" | Content-Type:application/json | Accept-Language:en-US,en | Signature:95b99d708327939f346d73dd193a7b76 | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Accept:*/*"~{"Ip":"","Id":""}~2002025-02-01 16:05:21.930696 +0700 WIB m=+3455.4423146264.120125ms~
2025-02-01 16:05:21.927182 +0700 WIB m=+3455.438800585~::1~POST~/api/v1/web/ListStats~ "Header=>Accept:*/* | Origin:http://localhost:3000 | Referer:http://localhost:3000/ | Sec-Ch-Ua-Mobile:?0 | Sec-Fetch-Mode:cors | Sec-Fetch-Dest:empty | Sec-Gpc:1 | Accept-Language:en-US,en | Connection:keep-alive | Content-Length:17 | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Accept-Encoding:gzip, deflate, br, zstd | Sec-Ch-Ua-Platform:"macOS" | Signature:95b99d708327939f346d73dd193a7b76 | Content-Type:application/json | Sec-Fetch-Site:same-site"~{"Ip":"","Id":""}~2002025-02-01 16:05:21.930764 +0700 WIB m=+3455.4423820013.581416ms~
2025-02-01 16:05:21.926544 +0700 WIB m=+3455.438162835~::1~POST~/api/v1/web/AboutUsHero~ "Header=>Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Content-Type:application/json | Accept-Encoding:gzip, deflate, br, zstd | Connection:keep-alive | Sec-Gpc:1 | Origin:http://localhost:3000 | Referer:http://localhost:3000/ | Sec-Ch-Ua-Mobile:?0 | Content-Length:17 | Accept:*/* | Sec-Fetch-Site:same-site | Signature:95b99d708327939f346d73dd193a7b76 | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Accept-Language:en-US,en | Sec-Fetch-Mode:cors | Sec-Fetch-Dest:empty | Sec-Ch-Ua-Platform:"macOS""~{"Ip":"","Id":""}~2002025-02-01 16:05:21.930816 +0700 WIB m=+3455.4424347934.271958ms~
2025-02-01 16:05:21.945358 +0700 WIB m=+3455.456976668~::1~POST~/api/v1/web/AboutUsDesc~ "Header=>Referer:http://localhost:3000/ | Content-Length:17 | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Content-Type:application/json | Sec-Ch-Ua-Mobile:?0 | Accept-Language:en-US,en | Origin:http://localhost:3000 | Sec-Ch-Ua-Platform:"macOS" | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Sec-Fetch-Site:same-site | Sec-Fetch-Mode:cors | Sec-Fetch-Dest:empty | Accept-Encoding:gzip, deflate, br, zstd | Connection:keep-alive | Signature:95b99d708327939f346d73dd193a7b76 | Accept:*/* | Sec-Gpc:1"~{"Ip":"","Id":""}~2002025-02-01 16:05:21.951811 +0700 WIB m=+3455.4634291266.452458ms~
2025-02-01 16:05:21.944967 +0700 WIB m=+3455.456585460~::1~POST~/api/v1/web/AboutUsDesc~ "Header=>Origin:http://localhost:3000 | Sec-Fetch-Mode:cors | Accept-Encoding:gzip, deflate, br, zstd | Content-Length:17 | Signature:95b99d708327939f346d73dd193a7b76 | Accept:*/* | Sec-Gpc:1 | Connection:keep-alive | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Content-Type:application/json | Sec-Ch-Ua-Mobile:?0 | Referer:http://localhost:3000/ | Sec-Ch-Ua-Platform:"macOS" | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Accept-Language:en-US,en | Sec-Fetch-Site:same-site | Sec-Fetch-Dest:empty"~{"Ip":"","Id":""}~2002025-02-01 16:05:21.952 +0700 WIB m=+3455.4636181687.032708ms~
2025-02-01 16:05:21.945324 +0700 WIB m=+3455.456942293~::1~POST~/api/v1/web/AboutUsDesc~ "Header=>Sec-Fetch-Dest:empty | Referer:http://localhost:3000/ | Content-Length:17 | Sec-Ch-Ua-Mobile:?0 | Accept-Language:en-US,en | Sec-Fetch-Mode:cors | Origin:http://localhost:3000 | Connection:keep-alive | Sec-Ch-Ua-Platform:"macOS" | Signature:95b99d708327939f346d73dd193a7b76 | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Sec-Gpc:1 | Sec-Fetch-Site:same-site | Accept-Encoding:gzip, deflate, br, zstd | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Content-Type:application/json | Accept:*/*"~{"Ip":"","Id":""}~2002025-02-01 16:05:21.952203 +0700 WIB m=+3455.4638219186.879625ms~
2025-02-01 16:05:22.854783 +0700 WIB m=+3456.366401835~::1~POST~/api/v1/web/AboutUsDesc~ "Header=>User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Accept:*/* | Sec-Fetch-Dest:empty | Sec-Gpc:1 | Accept-Encoding:gzip, deflate, br, zstd | Referer:http://localhost:3000/ | Connection:keep-alive | Content-Type:application/json | Origin:http://localhost:3000 | Sec-Fetch-Mode:cors | Accept-Language:en-US,en | Sec-Fetch-Site:same-site | Content-Length:17 | Sec-Ch-Ua-Platform:"macOS" | Signature:95b99d708327939f346d73dd193a7b76 | Sec-Ch-Ua-Mobile:?0"~{"Ip":"","Id":""}~2002025-02-01 16:05:22.857579 +0700 WIB m=+3456.3691977932.795958ms~
2025-02-01 18:52:57.755994 +0700 WIB m=+6999.113494710~::1~POST~/api/v1/web/CoreValues~ "Header=>User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Sec-Fetch-Dest:empty | Referer:http://localhost:3000/ | Sec-Ch-Ua-Mobile:?0 | Accept:*/* | Origin:http://localhost:3000 | Sec-Fetch-Mode:cors | Accept-Encoding:gzip, deflate, br, zstd | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Signature:95b99d708327939f346d73dd193a7b76 | Content-Type:application/json | Sec-Gpc:1 | Accept-Language:en-US,en | Sec-Fetch-Site:same-site | Content-Length:17 | Sec-Ch-Ua-Platform:"macOS" | Connection:keep-alive"~{"Ip":"","Id":""}~2002025-02-01 18:52:57.75924 +0700 WIB m=+6999.1167408763.246166ms~
2025-02-01 18:52:57.757543 +0700 WIB m=+6999.115043960~::1~POST~/api/v1/web/AboutUsDesc~ "Header=>Content-Type:application/json | Accept-Encoding:gzip, deflate, br, zstd | Content-Length:17 | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Sec-Ch-Ua-Mobile:?0 | Accept:*/* | Sec-Fetch-Dest:empty | Sec-Gpc:1 | Accept-Language:en-US,en | Origin:http://localhost:3000 | Sec-Fetch-Site:same-site | Sec-Fetch-Mode:cors | Connection:keep-alive | Sec-Ch-Ua-Platform:"macOS" | Signature:95b99d708327939f346d73dd193a7b76 | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Referer:http://localhost:3000/"~{"Ip":"","Id":""}~2002025-02-01 18:52:57.760871 +0700 WIB m=+6999.1183723353.328375ms~
2025-02-01 18:52:57.759321 +0700 WIB m=+6999.116821626~::1~POST~/api/v1/web/AboutUsDesc~ "Header=>Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Sec-Fetch-Site:same-site | Accept-Encoding:gzip, deflate, br, zstd | Content-Length:17 | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Signature:95b99d708327939f346d73dd193a7b76 | Sec-Ch-Ua-Mobile:?0 | Accept-Language:en-US,en | Origin:http://localhost:3000 | Sec-Fetch-Mode:cors | Connection:keep-alive | Accept:*/* | Referer:http://localhost:3000/ | Sec-Ch-Ua-Platform:"macOS" | Content-Type:application/json | Sec-Gpc:1 | Sec-Fetch-Dest:empty"~{"Ip":"","Id":""}~2002025-02-01 18:52:57.761234 +0700 WIB m=+6999.1187346261.913ms~
2025-02-01 18:52:57.757391 +0700 WIB m=+6999.114891543~::1~POST~/api/v1/web/AboutUsDesc~ "Header=>Sec-Ch-Ua-Platform:"macOS" | Accept:*/* | Referer:http://localhost:3000/ | Signature:95b99d708327939f346d73dd193a7b76 | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Content-Type:application/json | Accept-Language:en-US,en | Sec-Fetch-Mode:cors | Content-Length:17 | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Sec-Gpc:1 | Origin:http://localhost:3000 | Sec-Fetch-Site:same-site | Connection:keep-alive | Sec-Ch-Ua-Mobile:?0 | Sec-Fetch-Dest:empty | Accept-Encoding:gzip, deflate, br, zstd"~{"Ip":"","Id":""}~2002025-02-01 18:52:57.76128 +0700 WIB m=+6999.1187806263.889083ms~
2025-02-01 18:52:59.201337 +0700 WIB m=+7000.558837543~::1~POST~/api/v1/web/AboutUsDesc~ "Header=>Sec-Ch-Ua-Platform:"macOS" | Signature:95b99d708327939f346d73dd193a7b76 | Accept:*/* | Connection:keep-alive | Accept-Language:en-US,en | Sec-Fetch-Mode:cors | Sec-Fetch-Dest:empty | Accept-Encoding:gzip, deflate, br, zstd | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Content-Length:17 | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Content-Type:application/json | Sec-Gpc:1 | Origin:http://localhost:3000 | Sec-Fetch-Site:same-site | Referer:http://localhost:3000/ | Sec-Ch-Ua-Mobile:?0"~{"Ip":"","Id":""}~2002025-02-01 18:52:59.203797 +0700 WIB m=+7000.5612977102.460167ms~
2025-02-01 19:30:29.63407 +0700 WIB m=+1250.219956876~::1~POST~/api/v1/web/AboutUsDesc~ "Header=>Origin:http://localhost:3000 | Referer:http://localhost:3000/ | Connection:keep-alive | Sec-Ch-Ua-Platform:"macOS" | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Sec-Ch-Ua-Mobile:?0 | Sec-Gpc:1 | Accept-Language:en-US,en | Sec-Fetch-Mode:cors | Accept-Encoding:gzip, deflate, br, zstd | Content-Length:17 | Signature:95b99d708327939f346d73dd193a7b76 | Content-Type:application/json | Accept:*/* | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Sec-Fetch-Site:same-site | Sec-Fetch-Dest:empty"~{"Ip":"","Id":""}~2002025-02-01 19:30:29.635648 +0700 WIB m=+1250.2215353341.578458ms~
2025-02-01 19:30:29.634523 +0700 WIB m=+1250.220410293~::1~POST~/api/v1/web/AboutUsDesc~ "Header=>Connection:keep-alive | Sec-Ch-Ua-Mobile:?0 | Sec-Fetch-Dest:empty | Sec-Gpc:1 | Sec-Fetch-Mode:cors | Referer:http://localhost:3000/ | Accept-Encoding:gzip, deflate, br, zstd | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Content-Type:application/json | Accept:*/* | Accept-Language:en-US,en | Content-Length:17 | Sec-Ch-Ua-Platform:"macOS" | Signature:95b99d708327939f346d73dd193a7b76 | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Origin:http://localhost:3000 | Sec-Fetch-Site:same-site"~{"Ip":"","Id":""}~2002025-02-01 19:30:29.63758 +0700 WIB m=+1250.2234674183.057125ms~
2025-02-01 19:30:29.635001 +0700 WIB m=+1250.220887584~::1~POST~/api/v1/web/AboutUsDesc~ "Header=>Content-Type:application/json | Sec-Gpc:1 | Sec-Fetch-Mode:cors | Connection:keep-alive | Signature:95b99d708327939f346d73dd193a7b76 | Sec-Fetch-Dest:empty | Content-Length:17 | Sec-Ch-Ua-Platform:"macOS" | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Accept:*/* | Origin:http://localhost:3000 | Referer:http://localhost:3000/ | Accept-Encoding:gzip, deflate, br, zstd | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Sec-Ch-Ua-Mobile:?0 | Accept-Language:en-US,en | Sec-Fetch-Site:same-site"~{"Ip":"","Id":""}~2002025-02-01 19:30:29.638857 +0700 WIB m=+1250.2247442093.856625ms~
2025-02-01 19:30:30.112988 +0700 WIB m=+1250.698874584~::1~POST~/api/v1/web/AboutUsDesc~ "Header=>Sec-Gpc:1 | Origin:http://localhost:3000 | Sec-Fetch-Mode:cors | Referer:http://localhost:3000/ | Connection:keep-alive | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Sec-Ch-Ua-Mobile:?0 | Accept:*/* | Sec-Fetch-Dest:empty | Content-Length:17 | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Content-Type:application/json | Accept-Encoding:gzip, deflate, br, zstd | Sec-Ch-Ua-Platform:"macOS" | Signature:95b99d708327939f346d73dd193a7b76 | Accept-Language:en-US,en | Sec-Fetch-Site:same-site"~{"Ip":"","Id":""}~2002025-02-01 19:30:30.116268 +0700 WIB m=+1250.7021550843.2805ms~
